,date,country,confirmed,recovered,deaths
23305,2020-06-15,Bolivia,19073,3430,632
23306,2020-06-15,Bosnia and Herzegovina,3040,2162,165
23307,2020-06-15,Botswana,60,24,1
23308,2020-06-15,Brazil,888271,477709,43959
23309,2020-06-15,Brunei,141,138,2
23310,2020-06-15,Bulgaria,3341,1784,176
23311,2020-06-15,Burkina Faso,894,804,53
23312,2020-06-15,Burma,262,175,6
23313,2020-06-15,Burundi,85,45,1
23314,2020-06-15,Cabo Verde,760,340,7
23315,2020-06-15,Cambodia,128,125,0
23316,2020-06-15,Cameroon,9864,5570,276
23317,2020-06-15,Canada,100763,61466,8228
23318,2020-06-15,Central African Republic,2222,369,7
23319,2020-06-15,Chad,850,720,73
23320,2020-06-15,Chile,179436,148792,3362
23321,2020-06-15,China,84378,79489,4638
23322,2020-06-15,Colombia,53211,19986,1808
23323,2020-06-15,Comoros,176,114,2
23324,2020-06-15,Congo (Brazzaville),883,391,27
23325,2020-06-15,Congo (Kinshasa),4837,613,112
23326,2020-06-15,Costa Rica,1744,771,12
23327,2020-06-15,Cote d'Ivoire,5439,2590,46
23328,2020-06-15,Croatia,2254,2140,107
23329,2020-06-15,Cuba,2262,1965,84
23330,2020-06-15,Cyprus,985,807,18
23331,2020-06-15,Czechia,10064,7296,330
23332,2020-06-15,Denmark,12417,11290,598
23333,2020-06-15,Diamond Princess,712,651,13
23334,2020-06-15,Djibouti,4501,3183,43
23335,2020-06-15,Dominica,18,16,0
23336,2020-06-15,Dominican Republic,23271,14025,605
23337,2020-06-15,Ecuador,47322,23349,3929
23338,2020-06-15,Egypt,46289,12329,1672
23339,2020-06-15,El Salvador,3826,1926,74
23340,2020-06-15,Equatorial Guinea,1306,200,12
23341,2020-06-15,Eritrea,109,39,0
23342,2020-06-15,Estonia,1974,1717,69
23343,2020-06-15,Eswatini,506,249,4
23344,2020-06-15,Ethiopia,3521,620,60
23345,2020-06-15,Fiji,18,18,0
23346,2020-06-15,Finland,7108,6200,326
23347,2020-06-15,France,196678,73168,29439
23348,2020-06-15,Gabon,4033,1334,27
23349,2020-06-15,Gambia,30,24,1
23350,2020-06-15,Georgia,879,704,14
23351,2020-06-15,Germany,187682,172692,8807
23352,2020-06-15,Ghana,11964,4258,54
23353,2020-06-15,Greece,3134,1374,184
23354,2020-06-15,Grenada,23,22,0
23355,2020-06-15,Guatemala,10272,1966,399
23356,2020-06-15,Guinea,4572,3259,26
23357,2020-06-15,Guinea-Bissau,1492,153,15
23358,2020-06-15,Guyana,159,99,12
23359,2020-06-15,Haiti,4441,24,76
23360,2020-06-15,Holy See,12,12,0
23361,2020-06-15,Honduras,9178,1025,322
23362,2020-06-15,Hungary,4076,2485,563
23363,2020-06-15,Iceland,1810,1796,10
23364,2020-06-15,India,343091,180013,9900
23365,2020-06-15,Indonesia,39294,15123,2198
23366,2020-06-15,Iran,189876,150590,8950
23367,2020-06-15,Iraq,21315,9271,652
23368,2020-06-15,Ireland,25321,22698,1706
23369,2020-06-15,Israel,19334,15480,305
23370,2020-06-15,Italy,237290,177010,34371
23371,2020-06-15,Jamaica,621,430,10
23372,2020-06-15,Japan,17439,15567,929
23373,2020-06-15,Jordan,979,692,9
23374,2020-06-15,Kazakhstan,15192,9388,81
23375,2020-06-15,Kenya,3727,1286,104
23376,2020-06-15,"Korea, South",12155,10760,278
23377,2020-06-15,Kosovo,1486,953,33
23378,2020-06-15,Kuwait,36431,27531,298
23379,2020-06-15,Kyrgyzstan,2472,1847,28
23380,2020-06-15,Laos,19,19,0
23381,2020-06-15,Latvia,1097,845,28
23382,2020-06-15,Lebanon,1464,875,32
23383,2020-06-15,Lesotho,4,2,0
23384,2020-06-15,Liberia,498,221,33
23385,2020-06-15,Libya,467,70,10
23386,2020-06-15,Liechtenstein,82,55,1
23387,2020-06-15,Lithuania,1773,1429,76
23388,2020-06-15,Luxembourg,4072,3931,110
23389,2020-06-15,MS Zaandam,9,0,2
23390,2020-06-15,Madagascar,1290,384,10
23391,2020-06-15,Malawi,555,69,6
23392,2020-06-15,Malaysia,8494,7400,121
23393,2020-06-15,Maldives,2065,1540,8
23394,2020-06-15,Mali,1860,1125,104
23395,2020-06-15,Malta,650,603,9
23396,2020-06-15,Mauritania,1887,360,91
23397,2020-06-15,Mauritius,337,325,10
23398,2020-06-15,Mexico,150264,112292,17580
23399,2020-06-15,Moldova,11879,6794,411
23400,2020-06-15,Monaco,99,93,4
23401,2020-06-15,Mongolia,197,109,0
23402,2020-06-15,Montenegro,326,315,9
23403,2020-06-15,Morocco,8885,7828,212
23404,2020-06-15,Mozambique,609,157,3
23405,2020-06-15,Namibia,32,17,0
23406,2020-06-15,Nepal,6211,1041,19
23407,2020-06-15,Netherlands,49155,186,6084
23408,2020-06-15,New Zealand,1506,1482,22
23409,2020-06-15,Nicaragua,1464,953,55
23410,2020-06-15,Niger,980,885,66
23411,2020-06-15,Nigeria,16658,5349,424
23412,2020-06-15,North Macedonia,4157,1723,193
23413,2020-06-15,Norway,8647,8138,242
23414,2020-06-15,Oman,24524,9533,108
23415,2020-06-15,Pakistan,148921,56390,2839
23416,2020-06-15,Panama,21422,13766,448
23417,2020-06-15,Papua New Guinea,8,8,0
23418,2020-06-15,Paraguay,1296,673,12
23419,2020-06-15,Peru,232992,119409,6860
23420,2020-06-15,Philippines,26420,6252,1098
23421,2020-06-15,Poland,29788,14383,1256
23422,2020-06-15,Portugal,37036,22852,1520
23423,2020-06-15,Qatar,80876,58681,76
23424,2020-06-15,Romania,22165,15817,1427
23425,2020-06-15,Russia,536484,284021,7081
23426,2020-06-15,Rwanda,612,338,2
23427,2020-06-15,Saint Kitts and Nevis,15,15,0
23428,2020-06-15,Saint Lucia,19,18,0
23429,2020-06-15,Saint Vincent and the Grenadines,27,25,0
23430,2020-06-15,Samoa,0,0,0
23431,2020-06-15,San Marino,694,575,42
23432,2020-06-15,Sao Tome and Principe,662,177,12
23433,2020-06-15,Saudi Arabia,132048,87890,1011
23434,2020-06-15,Senegal,5173,3424,64
23435,2020-06-15,Serbia,12367,11561,255
23436,2020-06-15,Seychelles,11,11,0
23437,2020-06-15,Sierra Leone,1176,683,51
23438,2020-06-15,Singapore,40818,30366,26
23439,2020-06-15,Slovakia,1552,1410,28
23440,2020-06-15,Slovenia,1496,1359,109
23441,2020-06-15,Somalia,2642,622,88
23442,2020-06-15,South Africa,73533,39867,1568
23443,2020-06-15,South Sudan,1693,49,27
23444,2020-06-15,Spain,244109,150376,27136
23445,2020-06-15,Sri Lanka,1905,1342,11
23446,2020-06-15,Sudan,7435,2720,468
23447,2020-06-15,Suriname,229,48,5
23448,2020-06-15,Sweden,52383,0,4891
23449,2020-06-15,Switzerland,31131,28900,1939
23450,2020-06-15,Syria,177,78,6
23451,2020-06-15,Taiwan*,445,433,7
23452,2020-06-15,Tajikistan,5097,3503,50
23453,2020-06-15,Tanzania,509,183,21
23454,2020-06-15,Thailand,3135,2987,58
23455,2020-06-15,Timor-Leste,24,24,0
23456,2020-06-15,Togo,531,299,13
23457,2020-06-15,Trinidad and Tobago,123,109,8
23458,2020-06-15,Tunisia,1110,999,49
23459,2020-06-15,Turkey,179831,152364,4825
23460,2020-06-15,US,2115469,576334,116214
23461,2020-06-15,Uganda,705,299,0
23462,2020-06-15,Ukraine,32536,14771,911
23463,2020-06-15,United Arab Emirates,42636,28129,291
23464,2020-06-15,United Kingdom,298315,1284,41821
23465,2020-06-15,Uruguay,848,792,23
23466,2020-06-15,Uzbekistan,5263,4019,19
23467,2020-06-15,Venezuela,3062,835,26
23468,2020-06-15,Vietnam,334,323,0
23469,2020-06-15,West Bank and Gaza,505,415,3
23470,2020-06-15,Yemen,844,79,208
23471,2020-06-15,Zambia,1382,1142,11
23472,2020-06-15,Zimbabwe,387,54,4
23473,2020-06-16,Afghanistan,26314,5508,495
23474,2020-06-16,Albania,1672,1064,37
23475,2020-06-16,Algeria,11147,7842,788
23476,2020-06-16,Andorra,854,789,52
23477,2020-06-16,Angola,148,64,6
23478,2020-06-16,Antigua and Barbuda,26,22,3
23479,2020-06-16,Argentina,34159,10174,878
23480,2020-06-16,Armenia,17489,6571,293
23481,2020-06-16,Australia,7370,6861,102
23482,2020-06-16,Austria,17189,16089,681
23483,2020-06-16,Azerbaijan,10662,5948,126
23484,2020-06-16,Bahamas,104,72,11
23485,2020-06-16,Bahrain,19553,13866,47
23486,2020-06-16,Bangladesh,94481,36264,1262
23487,2020-06-16,Barbados,97,83,7
23488,2020-06-16,Belarus,55369,31273,318
23489,2020-06-16,Belgium,60155,16625,9663
23490,2020-06-16,Belize,22,16,2
23491,2020-06-16,Benin,532,236,9
23492,2020-06-16,Bhutan,67,24,0
23493,2020-06-16,Bolivia,19883,3752,659
23494,2020-06-16,Bosnia and Herzegovina,3085,2178,168
23495,2020-06-16,Botswana,60,24,1
23496,2020-06-16,Brazil,923189,490005,45241
23497,2020-06-16,Brunei,141,138,3
23498,2020-06-16,Bulgaria,3453,1817,181
23499,2020-06-16,Burkina Faso,895,807,53
23500,2020-06-16,Burma,262,179,6
23501,2020-06-16,Burundi,104,75,1
23502,2020-06-16,Cabo Verde,781,354,7
23503,2020-06-16,Cambodia,128,126,0
23504,2020-06-16,Cameroon,9864,5570,276
23505,2020-06-16,Canada,101087,61899,8271
23506,2020-06-16,Central African Republic,2410,396,14
23507,2020-06-16,Chad,853,720,74
23508,2020-06-16,Chile,184449,156232,3383
23509,2020-06-16,China,84422,79493,4638
23510,2020-06-16,Colombia,53211,19986,1808
23511,2020-06-16,Comoros,197,127,3
23512,2020-06-16,Congo (Brazzaville),883,391,27
23513,2020-06-16,Congo (Kinshasa),4974,628,112
23514,2020-06-16,Costa Rica,1796,794,12
23515,2020-06-16,Cote d'Ivoire,5679,2637,46
23516,2020-06-16,Croatia,2255,2140,107
23517,2020-06-16,Cuba,2273,1994,84
23518,2020-06-16,Cyprus,985,816,18
23519,2020-06-16,Czechia,10111,7358,331
23520,2020-06-16,Denmark,12450,11325,598
23521,2020-06-16,Diamond Princess,712,651,13
23522,2020-06-16,Djibouti,4539,3324,43
23523,2020-06-16,Dominica,18,16,0
23524,2020-06-16,Dominican Republic,23686,14133,615
23525,2020-06-16,Ecuador,47943,23684,3970
23526,2020-06-16,Egypt,47856,12730,1766
23527,2020-06-16,El Salvador,3941,2041,76
23528,2020-06-16,Equatorial Guinea,1664,515,32
23529,2020-06-16,Eritrea,121,39,0
23530,2020-06-16,Estonia,1975,1728,69
23531,2020-06-16,Eswatini,520,259,4
23532,2020-06-16,Ethiopia,3630,738,61
23533,2020-06-16,Fiji,18,18,0
23534,2020-06-16,Finland,7112,6200,326
23535,2020-06-16,France,197039,73459,29553
23536,2020-06-16,Gabon,4114,1432,29
23537,2020-06-16,Gambia,34,24,1
23538,2020-06-16,Georgia,879,724,14
23539,2020-06-16,Germany,188252,172842,8820
23540,2020-06-16,Ghana,12193,4326,58
23541,2020-06-16,Greece,3148,1374,185
23542,2020-06-16,Grenada,23,22,0
23543,2020-06-16,Guatemala,10706,2096,418
23544,2020-06-16,Guinea,4639,3327,26
23545,2020-06-16,Guinea-Bissau,1492,153,15
23546,2020-06-16,Guyana,171,99,12
23547,2020-06-16,Haiti,4547,24,80
23548,2020-06-16,Holy See,12,12,0
23549,2020-06-16,Honduras,9656,1075,330
23550,2020-06-16,Hungary,4077,2516,565
23551,2020-06-16,Iceland,1812,1796,10
23552,2020-06-16,India,354065,186935,11903
23553,2020-06-16,Indonesia,40400,15703,2231
23554,2020-06-16,Iran,192439,152675,9065
23555,2020-06-16,Iraq,22700,9862,712
23556,2020-06-16,Ireland,25334,22698,1709
23557,2020-06-16,Israel,19634,15534,306
23558,2020-06-16,Italy,237500,178526,34405
23559,2020-06-16,Jamaica,621,449,10
23560,2020-06-16,Japan,17484,15652,934
23561,2020-06-16,Jordan,981,693,9
23562,2020-06-16,Kazakhstan,15542,9647,88
23563,2020-06-16,Kenya,3860,1328,105
23564,2020-06-16,"Korea, South",12198,10774,279
23565,2020-06-16,Kosovo,1486,953,33
23566,2020-06-16,Kuwait,36958,28206,303
23567,2020-06-16,Kyrgyzstan,2562,1902,30
23568,2020-06-16,Laos,19,19,0
23569,2020-06-16,Latvia,1098,875,28
23570,2020-06-16,Lebanon,1473,889,32
23571,2020-06-16,Lesotho,4,2,0
23572,2020-06-16,Liberia,509,222,33
23573,2020-06-16,Libya,484,76,10
23574,2020-06-16,Liechtenstein,82,55,1
23575,2020-06-16,Lithuania,1776,1441,76
23576,2020-06-16,Luxembourg,4075,3933,110
23577,2020-06-16,MS Zaandam,9,0,2
23578,2020-06-16,Madagascar,1317,417,12
23579,2020-06-16,Malawi,564,73,6
23580,2020-06-16,Malaysia,8505,7733,121
23581,2020-06-16,Maldives,2094,1670,8
23582,2020-06-16,Mali,1885,1145,104
23583,2020-06-16,Malta,656,608,9
23584,2020-06-16,Mauritania,2057,373,93
23585,2020-06-16,Mauritius,337,325,10
23586,2020-06-16,Mexico,154863,115394,18310
23587,2020-06-16,Moldova,12254,6901,423
23588,2020-06-16,Monaco,99,94,4
23589,2020-06-16,Mongolia,197,111,0
23590,2020-06-16,Montenegro,326,315,9
23591,2020-06-16,Morocco,8931,7937,212
23592,2020-06-16,Mozambique,638,160,4
23593,2020-06-16,Namibia,34,18,0
23594,2020-06-16,Nepal,6591,1158,19
23595,2020-06-16,Netherlands,49295,186,6089
23596,2020-06-16,New Zealand,1506,1482,22
23597,2020-06-16,Nicaragua,1823,1238,64
23598,2020-06-16,Niger,1016,885,66
23599,2020-06-16,Nigeria,17148,5623,455
23600,2020-06-16,North Macedonia,4299,1757,201
23601,2020-06-16,Norway,8660,8138,242
23602,2020-06-16,Oman,25269,11089,114
23603,2020-06-16,Pakistan,154760,58437,2975
23604,2020-06-16,Panama,21962,13774,457
23605,2020-06-16,Papua New Guinea,8,8,0
23606,2020-06-16,Paraguay,1303,699,13
23607,2020-06-16,Peru,237156,125205,7056
23608,2020-06-16,Philippines,26781,6552,1103
23609,2020-06-16,Poland,30195,14654,1272
23610,2020-06-16,Portugal,37336,23212,1522
23611,2020-06-16,Qatar,82077,60461,80
23612,2020-06-16,Romania,22415,16071,1437
23613,2020-06-16,Russia,544725,293780,7274
23614,2020-06-16,Rwanda,636,338,2
23615,2020-06-16,Saint Kitts and Nevis,15,15,0
23616,2020-06-16,Saint Lucia,19,18,0
23617,2020-06-16,Saint Vincent and the Grenadines,29,25,0
23618,2020-06-16,Samoa,0,0,0
23619,2020-06-16,San Marino,694,590,42
23620,2020-06-16,Sao Tome and Principe,671,182,12
23621,2020-06-16,Saudi Arabia,136315,89540,1052
23622,2020-06-16,Senegal,5247,3525,70
23623,2020-06-16,Serbia,12426,11624,256
23624,2020-06-16,Seychelles,11,11,0
23625,2020-06-16,Sierra Leone,1225,686,51
23626,2020-06-16,Singapore,40969,31163,26
23627,2020-06-16,Slovakia,1552,1426,28
23628,2020-06-16,Slovenia,1499,1359,109
23629,2020-06-16,Somalia,2658,649,88
23630,2020-06-16,South Africa,76334,42063,1625
23631,2020-06-16,South Sudan,1776,58,30
23632,2020-06-16,Spain,244328,150376,27136
23633,2020-06-16,Sri Lanka,1915,1371,11
23634,2020-06-16,Sudan,7740,2820,477
23635,2020-06-16,Suriname,236,48,6
23636,2020-06-16,Sweden,53323,0,4939
23637,2020-06-16,Switzerland,31154,28900,1954
23638,2020-06-16,Syria,177,78,6
23639,2020-06-16,Taiwan*,445,433,7
23640,2020-06-16,Tajikistan,5160,3624,50
23641,2020-06-16,Tanzania,509,183,21
23642,2020-06-16,Thailand,3135,2993,58
23643,2020-06-16,Timor-Leste,24,24,0
23644,2020-06-16,Togo,537,344,13
23645,2020-06-16,Trinidad and Tobago,123,109,8
23646,2020-06-16,Tunisia,1125,1002,49
23647,2020-06-16,Turkey,181298,153379,4842
23648,2020-06-16,US,2138915,583503,117050
23649,2020-06-16,Uganda,724,351,0
23650,2020-06-16,Ukraine,33209,15054,922
23651,2020-06-16,United Arab Emirates,42982,28861,293
23652,2020-06-16,United Kingdom,299600,1293,42054
23653,2020-06-16,Uruguay,849,801,24
23654,2020-06-16,Uzbekistan,5493,4096,19
23655,2020-06-16,Venezuela,3150,835,27
23656,2020-06-16,Vietnam,334,325,0
23657,2020-06-16,West Bank and Gaza,514,415,3
23658,2020-06-16,Yemen,885,91,214
23659,2020-06-16,Zambia,1405,1142,11
23660,2020-06-16,Zimbabwe,391,62,4
23661,2020-06-17,Afghanistan,26878,6158,508
23662,2020-06-17,Albania,1722,1077,38
23663,2020-06-17,Algeria,11268,7943,799
23664,2020-06-17,Andorra,854,791,52
23665,2020-06-17,Angola,155,64,7
23666,2020-06-17,Antigua and Barbuda,26,22,3
23667,2020-06-17,Argentina,35552,10512,913
23668,2020-06-17,Armenia,18033,6814,302
23669,2020-06-17,Australia,7391,6877,102
23670,2020-06-17,Austria,17203,16099,687
23671,2020-06-17,Azerbaijan,10991,6075,133
23672,2020-06-17,Bahamas,104,72,11
23673,2020-06-17,Bahrain,19961,14185,49
23674,2020-06-17,Bangladesh,98489,38189,1305
23675,2020-06-17,Barbados,97,85,7
23676,2020-06-17,Belarus,56032,32735,324
23677,2020-06-17,Belgium,60244,16684,9675
23678,2020-06-17,Belize,22,16,2
23679,2020-06-17,Benin,572,237,9
23680,2020-06-17,Bhutan,67,24,0
23681,2020-06-17,Bolivia,20685,4002,679
23682,2020-06-17,Bosnia and Herzegovina,3141,2197,168
23683,2020-06-17,Botswana,79,25,1
23684,2020-06-17,Brazil,955377,521046,46510
23685,2020-06-17,Brunei,141,138,3
23686,2020-06-17,Bulgaria,3542,1880,184
23687,2020-06-17,Burkina Faso,899,809,53
23688,2020-06-17,Burma,262,185,6
23689,2020-06-17,Burundi,104,75,1
23690,2020-06-17,Cabo Verde,792,377,7
23691,2020-06-17,Cambodia,128,126,0
23692,2020-06-17,Cameroon,9864,5570,276
23693,2020-06-17,Canada,101491,63280,8312
23694,2020-06-17,Central African Republic,2564,402,18
23695,2020-06-17,Chad,854,721,74
23696,2020-06-17,Chile,220628,181931,3615
23697,2020-06-17,China,84458,79510,4638
23698,2020-06-17,Colombia,55083,20400,1887
23699,2020-06-17,Comoros,197,127,3
23700,2020-06-17,Congo (Brazzaville),883,391,27
23701,2020-06-17,Congo (Kinshasa),5100,640,115
23702,2020-06-17,Costa Rica,1871,899,12
23703,2020-06-17,Cote d'Ivoire,6063,2749,48
23704,2020-06-17,Croatia,2258,2141,107
23705,2020-06-17,Cuba,2280,1999,84
23706,2020-06-17,Cyprus,985,816,18
23707,2020-06-17,Czechia,10162,7399,333
23708,2020-06-17,Denmark,12494,11385,598
23709,2020-06-17,Diamond Princess,712,651,13
23710,2020-06-17,Djibouti,4545,3411,43
23711,2020-06-17,Dominica,18,16,0
23712,2020-06-17,Dominican Republic,24105,14216,633
23713,2020-06-17,Ecuador,48490,23881,4007
23714,2020-06-17,Egypt,49219,13141,1850
23715,2020-06-17,El Salvador,4066,2137,79
23716,2020-06-17,Equatorial Guinea,1664,515,32
23717,2020-06-17,Eritrea,131,39,0
23718,2020-06-17,Estonia,1977,1743,69
23719,2020-06-17,Eswatini,563,262,4
23720,2020-06-17,Ethiopia,3759,849,63
23721,2020-06-17,Fiji,18,18,0
23722,2020-06-17,Finland,7117,6200,326
23723,2020-06-17,France,197527,73791,29578
23724,2020-06-17,Gabon,4229,1505,30
23725,2020-06-17,Gambia,34,24,1
23726,2020-06-17,Georgia,888,731,14
23727,2020-06-17,Germany,188604,173599,8851
23728,2020-06-17,Ghana,12590,4410,66
23729,2020-06-17,Greece,3203,1374,187
23730,2020-06-17,Grenada,23,22,0
23731,2020-06-17,Guatemala,11251,2200,432
23732,2020-06-17,Guinea,4668,3364,26
23733,2020-06-17,Guinea-Bissau,1492,153,15
23734,2020-06-17,Guyana,171,102,12
23735,2020-06-17,Haiti,4688,24,82
23736,2020-06-17,Holy See,12,12,0
23737,2020-06-17,Honduras,10299,1116,336
23738,2020-06-17,Hungary,4078,2547,567
23739,2020-06-17,Iceland,1815,1797,10
23740,2020-06-17,India,366946,194325,12237
23741,2020-06-17,Indonesia,41431,16243,2276
23742,2020-06-17,Iran,195051,154812,9185
23743,2020-06-17,Iraq,24254,10770,773
23744,2020-06-17,Ireland,25341,22698,1710
23745,2020-06-17,Israel,19905,15584,306
23746,2020-06-17,Italy,237828,179455,34448
23747,2020-06-17,Jamaica,626,451,10
23748,2020-06-17,Japan,17530,15753,935
23749,2020-06-17,Jordan,987,693,9
23750,2020-06-17,Kazakhstan,15877,9920,97
23751,2020-06-17,Kenya,4044,1353,107
23752,2020-06-17,"Korea, South",12257,10800,280
23753,2020-06-17,Kosovo,1486,953,33
23754,2020-06-17,Kuwait,37533,28896,306
23755,2020-06-17,Kyrgyzstan,2657,1933,31
23756,2020-06-17,Laos,19,19,0
23757,2020-06-17,Latvia,1104,875,30
23758,2020-06-17,Lebanon,1489,907,32
23759,2020-06-17,Lesotho,4,2,0
23760,2020-06-17,Liberia,516,240,33
23761,2020-06-17,Libya,500,78,10
23762,2020-06-17,Liechtenstein,82,55,1
23763,2020-06-17,Lithuania,1778,1447,76
23764,2020-06-17,Luxembourg,4085,3935,110
23765,2020-06-17,MS Zaandam,9,0,2
23766,2020-06-17,Madagascar,1378,450,12
23767,2020-06-17,Malawi,572,73,6
23768,2020-06-17,Malaysia,8515,7873,121
23769,2020-06-17,Maldives,2120,1677,8
23770,2020-06-17,Mali,1890,1168,107
23771,2020-06-17,Malta,662,610,9
23772,2020-06-17,Mauritania,2223,427,95
23773,2020-06-17,Mauritius,337,325,10
23774,2020-06-17,Mexico,159793,118504,19080
23775,2020-06-17,Moldova,12732,7077,433
23776,2020-06-17,Monaco,99,94,4
23777,2020-06-17,Mongolia,201,127,0
23778,2020-06-17,Montenegro,333,315,9
23779,2020-06-17,Morocco,8997,7993,213
23780,2020-06-17,Mozambique,651,160,4
23781,2020-06-17,Namibia,36,19,0
23782,2020-06-17,Nepal,7177,1167,20
23783,2020-06-17,Netherlands,49412,186,6093
23784,2020-06-17,New Zealand,1507,1482,22
23785,2020-06-17,Nicaragua,1823,1238,64
23786,2020-06-17,Niger,1020,893,67
23787,2020-06-17,Nigeria,17735,5967,469
23788,2020-06-17,North Macedonia,4482,1803,210
23789,2020-06-17,Norway,8692,8138,243
23790,2020-06-17,Oman,26079,11797,116
23791,2020-06-17,Pakistan,160118,59215,3093
23792,2020-06-17,Panama,22597,13774,470
23793,2020-06-17,Papua New Guinea,8,8,0
23794,2020-06-17,Paraguay,1308,711,13
23795,2020-06-17,Peru,240908,128622,7257
23796,2020-06-17,Philippines,27238,6820,1108
23797,2020-06-17,Poland,30701,14921,1286
23798,2020-06-17,Portugal,37672,23580,1523
23799,2020-06-17,Qatar,83174,62172,82
23800,2020-06-17,Romania,22760,16117,1451
23801,2020-06-17,Russia,552549,303800,7468
23802,2020-06-17,Rwanda,639,347,2
23803,2020-06-17,Saint Kitts and Nevis,15,15,0
23804,2020-06-17,Saint Lucia,19,18,0
23805,2020-06-17,Saint Vincent and the Grenadines,29,25,0
23806,2020-06-17,Samoa,0,0,0
23807,2020-06-17,San Marino,696,591,42
23808,2020-06-17,Sao Tome and Principe,683,188,12
23809,2020-06-17,Saudi Arabia,141234,91662,1091
23810,2020-06-17,Senegal,5369,3606,73
23811,2020-06-17,Serbia,12522,11697,257
23812,2020-06-17,Seychelles,11,11,0
23813,2020-06-17,Sierra Leone,1249,707,51
23814,2020-06-17,Singapore,41216,31938,26
23815,2020-06-17,Slovakia,1561,1437,28
23816,2020-06-17,Slovenia,1503,1359,109
23817,2020-06-17,Somalia,2696,685,88
23818,2020-06-17,South Africa,80412,44331,1674
23819,2020-06-17,South Sudan,1813,89,31
23820,2020-06-17,Spain,244683,150376,27136
23821,2020-06-17,Sri Lanka,1924,1397,11
23822,2020-06-17,Sudan,8020,2966,487
23823,2020-06-17,Suriname,261,48,6
23824,2020-06-17,Sweden,54562,0,5041
23825,2020-06-17,Switzerland,31187,28900,1956
23826,2020-06-17,Syria,178,78,7
23827,2020-06-17,Taiwan*,445,434,7
23828,2020-06-17,Tajikistan,5221,3700,51
23829,2020-06-17,Tanzania,509,183,21
23830,2020-06-17,Thailand,3135,2996,58
23831,2020-06-17,Timor-Leste,24,24,0
23832,2020-06-17,Togo,544,353,13
23833,2020-06-17,Trinidad and Tobago,123,109,8
23834,2020-06-17,Tunisia,1128,1004,50
23835,2020-06-17,Turkey,182727,154640,4861
23836,2020-06-17,US,2165383,592191,117813
23837,2020-06-17,Uganda,732,420,0
23838,2020-06-17,Ukraine,33986,15485,953
23839,2020-06-17,United Arab Emirates,43364,29537,295
23840,2020-06-17,United Kingdom,300717,1304,42238
23841,2020-06-17,Uruguay,849,810,24
23842,2020-06-17,Uzbekistan,5682,4131,19
23843,2020-06-17,Venezuela,3386,835,28
23844,2020-06-17,Vietnam,335,325,0
23845,2020-06-17,West Bank and Gaza,555,415,3
23846,2020-06-17,Yemen,902,271,244
23847,2020-06-17,Zambia,1412,1142,11
23848,2020-06-17,Zimbabwe,401,63,4
23849,2020-06-18,Afghanistan,27536,7660,550
23850,2020-06-18,Albania,1788,1086,39
23851,2020-06-18,Algeria,11385,8078,811
23852,2020-06-18,Andorra,855,792,52
23853,2020-06-18,Angola,166,64,8
23854,2020-06-18,Antigua and Barbuda,26,22,3
23855,2020-06-18,Argentina,37510,10721,948
23856,2020-06-18,Armenia,18698,7560,309
23857,2020-06-18,Australia,7409,6878,102
23858,2020-06-18,Austria,17223,16101,688
23859,2020-06-18,Azerbaijan,11329,6192,139
23860,2020-06-18,Bahamas,104,74,11
23861,2020-06-18,Bahrain,20430,14696,55
23862,2020-06-18,Bangladesh,102292,40164,1343
23863,2020-06-18,Barbados,97,85,7
23864,2020-06-18,Belarus,56657,34023,331
23865,2020-06-18,Belgium,60348,16724,9683
23866,2020-06-18,Belize,22,16,2
23867,2020-06-18,Benin,597,238,11
23868,2020-06-18,Bhutan,67,25,0
23869,2020-06-18,Bolivia,21499,4002,697
23870,2020-06-18,Bosnia and Herzegovina,3174,2219,168
23871,2020-06-18,Botswana,79,25,1
23872,2020-06-18,Brazil,978142,534580,47748
23873,2020-06-18,Brunei,141,138,3
23874,2020-06-18,Bulgaria,3674,1941,190
23875,2020-06-18,Burkina Faso,899,810,53
23876,2020-06-18,Burma,286,187,6
23877,2020-06-18,Burundi,104,75,1
23878,2020-06-18,Cabo Verde,823,377,7
23879,2020-06-18,Cambodia,129,126,0
23880,2020-06-18,Cameroon,9864,5570,276
23881,2020-06-18,Canada,101877,63782,8361
23882,2020-06-18,Central African Republic,2605,417,19
23883,2020-06-18,Chad,854,733,74
23884,2020-06-18,Chile,225103,186441,3841
23885,2020-06-18,China,84494,79515,4638
23886,2020-06-18,Colombia,57202,21361,1955
23887,2020-06-18,Comoros,210,129,5
23888,2020-06-18,Congo (Brazzaville),883,391,27
23889,2020-06-18,Congo (Kinshasa),5283,685,117
23890,2020-06-18,Costa Rica,1939,937,12
23891,2020-06-18,Cote d'Ivoire,6444,2863,49
23892,2020-06-18,Croatia,2269,2142,107
23893,2020-06-18,Cuba,2295,2020,85
23894,2020-06-18,Cyprus,985,818,19
23895,2020-06-18,Czechia,10280,7440,334
23896,2020-06-18,Denmark,12544,11442,600
23897,2020-06-18,Diamond Princess,712,651,13
23898,2020-06-18,Djibouti,4557,3527,43
23899,2020-06-18,Dominica,18,18,0
23900,2020-06-18,Dominican Republic,24645,14293,635
23901,2020-06-18,Ecuador,49097,24123,4087
23902,2020-06-18,Egypt,50437,13528,1938
23903,2020-06-18,El Salvador,4200,2235,82
23904,2020-06-18,Equatorial Guinea,1664,515,32
23905,2020-06-18,Eritrea,142,39,0
