,date,country,confirmed,recovered,deaths
10933,2020-04-09,Timor-Leste,1,0,0
10934,2020-04-09,Togo,73,24,3
10935,2020-04-09,Trinidad and Tobago,109,1,8
10936,2020-04-09,Tunisia,643,25,25
10937,2020-04-09,Turkey,42282,2142,908
10938,2020-04-09,US,461756,25410,16543
10939,2020-04-09,Uganda,53,0,0
10940,2020-04-09,Ukraine,1892,45,57
10941,2020-04-09,United Arab Emirates,2990,268,14
10942,2020-04-09,United Kingdom,65872,359,7993
10943,2020-04-09,Uruguay,456,192,7
10944,2020-04-09,Uzbekistan,582,38,3
10945,2020-04-09,Venezuela,171,84,9
10946,2020-04-09,Vietnam,255,128,0
10947,2020-04-09,West Bank and Gaza,263,44,1
10948,2020-04-09,Zambia,39,24,1
10949,2020-04-09,Zimbabwe,11,0,3
10950,2020-04-10,Afghanistan,532,32,18
10951,2020-04-10,Albania,416,182,23
10952,2020-04-10,Algeria,1761,405,256
10953,2020-04-10,Andorra,601,71,26
10954,2020-04-10,Angola,19,2,2
10955,2020-04-10,Antigua and Barbuda,19,0,2
10956,2020-04-10,Argentina,1975,375,82
10957,2020-04-10,Armenia,937,149,12
10958,2020-04-10,Australia,6215,1793,54
10959,2020-04-10,Austria,13555,6064,319
10960,2020-04-10,Azerbaijan,991,159,10
10961,2020-04-10,Bahamas,42,5,8
10962,2020-04-10,Bahrain,925,539,6
10963,2020-04-10,Bangladesh,424,33,27
10964,2020-04-10,Barbados,67,11,4
10965,2020-04-10,Belarus,1981,169,19
10966,2020-04-10,Belgium,26667,5568,3019
10967,2020-04-10,Belize,10,0,2
10968,2020-04-10,Benin,35,5,1
10969,2020-04-10,Bhutan,5,2,0
10970,2020-04-10,Bolivia,268,2,19
10971,2020-04-10,Bosnia and Herzegovina,901,129,36
10972,2020-04-10,Botswana,13,0,1
10973,2020-04-10,Brazil,19638,173,1057
10974,2020-04-10,Brunei,136,99,1
10975,2020-04-10,Bulgaria,635,54,25
10976,2020-04-10,Burkina Faso,443,146,24
10977,2020-04-10,Burma,27,2,3
10978,2020-04-10,Burundi,3,0,0
10979,2020-04-10,Cabo Verde,7,1,1
10980,2020-04-10,Cambodia,119,72,0
10981,2020-04-10,Cameroon,820,98,12
10982,2020-04-10,Canada,22059,5855,557
10983,2020-04-10,Central African Republic,8,0,0
10984,2020-04-10,Chad,11,2,0
10985,2020-04-10,Chile,6501,1571,65
10986,2020-04-10,China,82941,77791,3340
10987,2020-04-10,Colombia,2473,197,80
10988,2020-04-10,Congo (Brazzaville),60,5,5
10989,2020-04-10,Congo (Kinshasa),215,13,20
10990,2020-04-10,Costa Rica,558,42,3
10991,2020-04-10,Cote d'Ivoire,444,52,3
10992,2020-04-10,Croatia,1495,231,21
10993,2020-04-10,Cuba,564,51,15
10994,2020-04-10,Cyprus,595,58,10
10995,2020-04-10,Czechia,5732,346,119
10996,2020-04-10,Denmark,6014,1929,247
10997,2020-04-10,Diamond Princess,712,619,11
10998,2020-04-10,Djibouti,150,36,1
10999,2020-04-10,Dominica,16,5,0
11000,2020-04-10,Dominican Republic,2620,98,126
11001,2020-04-10,Ecuador,7161,368,297
11002,2020-04-10,Egypt,1794,384,135
11003,2020-04-10,El Salvador,117,15,6
11004,2020-04-10,Equatorial Guinea,18,3,0
11005,2020-04-10,Eritrea,34,0,0
11006,2020-04-10,Estonia,1258,93,24
11007,2020-04-10,Eswatini,12,7,0
11008,2020-04-10,Ethiopia,65,4,3
11009,2020-04-10,Fiji,16,0,0
11010,2020-04-10,Finland,2769,300,48
11011,2020-04-10,France,90793,25195,13199
11012,2020-04-10,Gabon,44,1,1
11013,2020-04-10,Gambia,4,2,1
11014,2020-04-10,Georgia,234,54,3
11015,2020-04-10,Germany,122171,53913,2767
11016,2020-04-10,Ghana,378,4,6
11017,2020-04-10,Greece,2011,269,92
11018,2020-04-10,Grenada,14,0,0
11019,2020-04-10,Guatemala,126,17,3
11020,2020-04-10,Guinea,212,15,0
11021,2020-04-10,Guinea-Bissau,36,0,0
11022,2020-04-10,Guyana,37,8,6
11023,2020-04-10,Haiti,31,0,2
11024,2020-04-10,Holy See,8,2,0
11025,2020-04-10,Honduras,382,7,23
11026,2020-04-10,Hungary,1190,112,77
11027,2020-04-10,Iceland,1675,751,7
11028,2020-04-10,India,7598,774,246
11029,2020-04-10,Indonesia,3512,282,306
11030,2020-04-10,Iran,68192,35465,4232
11031,2020-04-10,Iraq,1279,550,70
11032,2020-04-10,Ireland,8089,25,287
11033,2020-04-10,Israel,10607,1460,97
11034,2020-04-10,Italy,147577,30455,18849
11035,2020-04-10,Jamaica,63,13,4
11036,2020-04-10,Japan,5530,685,99
11037,2020-04-10,Jordan,372,170,7
11038,2020-04-10,Kazakhstan,812,64,10
11039,2020-04-10,Kenya,189,22,7
11040,2020-04-10,"Korea, South",10450,7117,208
11041,2020-04-10,Kosovo,250,52,7
11042,2020-04-10,Kuwait,993,123,1
11043,2020-04-10,Kyrgyzstan,298,35,5
11044,2020-04-10,Laos,16,0,0
11045,2020-04-10,Latvia,612,16,3
11046,2020-04-10,Lebanon,609,76,20
11047,2020-04-10,Liberia,37,3,5
11048,2020-04-10,Libya,24,8,1
11049,2020-04-10,Liechtenstein,79,55,1
11050,2020-04-10,Lithuania,999,54,22
11051,2020-04-10,Luxembourg,3223,500,54
11052,2020-04-10,MS Zaandam,9,0,2
11053,2020-04-10,Madagascar,93,11,0
11054,2020-04-10,Malawi,9,0,1
11055,2020-04-10,Malaysia,4346,1830,70
11056,2020-04-10,Maldives,19,13,0
11057,2020-04-10,Mali,87,22,7
11058,2020-04-10,Malta,350,16,2
11059,2020-04-10,Mauritania,7,2,1
11060,2020-04-10,Mauritius,318,23,9
11061,2020-04-10,Mexico,3441,633,194
11062,2020-04-10,Moldova,1438,56,29
11063,2020-04-10,Monaco,90,5,1
11064,2020-04-10,Mongolia,16,4,0
11065,2020-04-10,Montenegro,255,4,2
11066,2020-04-10,Morocco,1448,122,107
11067,2020-04-10,Mozambique,20,2,0
11068,2020-04-10,Namibia,16,3,0
11069,2020-04-10,Nepal,9,1,0
11070,2020-04-10,Netherlands,23249,287,2520
11071,2020-04-10,New Zealand,1283,373,2
11072,2020-04-10,Nicaragua,7,0,1
11073,2020-04-10,Niger,438,41,11
11074,2020-04-10,Nigeria,305,58,7
11075,2020-04-10,North Macedonia,711,41,32
11076,2020-04-10,Norway,6314,32,113
11077,2020-04-10,Oman,484,109,3
11078,2020-04-10,Pakistan,4695,727,66
11079,2020-04-10,Panama,2752,16,66
11080,2020-04-10,Papua New Guinea,2,0,0
11081,2020-04-10,Paraguay,129,18,6
11082,2020-04-10,Peru,5897,1569,169
11083,2020-04-10,Philippines,4195,140,221
11084,2020-04-10,Poland,5955,318,181
11085,2020-04-10,Portugal,15472,233,435
11086,2020-04-10,Qatar,2512,227,6
11087,2020-04-10,Romania,5467,729,270
11088,2020-04-10,Russia,11917,795,94
11089,2020-04-10,Rwanda,118,7,0
11090,2020-04-10,Saint Kitts and Nevis,12,0,0
11091,2020-04-10,Saint Lucia,15,1,0
11092,2020-04-10,Saint Vincent and the Grenadines,12,1,0
11093,2020-04-10,Samoa,0,0,0
11094,2020-04-10,San Marino,344,50,34
11095,2020-04-10,Sao Tome and Principe,4,0,0
11096,2020-04-10,Saudi Arabia,3651,685,47
11097,2020-04-10,Senegal,265,137,2
11098,2020-04-10,Serbia,3105,0,71
11099,2020-04-10,Seychelles,11,0,0
11100,2020-04-10,Sierra Leone,8,0,0
11101,2020-04-10,Singapore,2108,492,7
11102,2020-04-10,Slovakia,715,23,2
11103,2020-04-10,Slovenia,1160,137,45
11104,2020-04-10,Somalia,21,1,1
11105,2020-04-10,South Africa,2003,410,24
11106,2020-04-10,South Sudan,4,0,0
11107,2020-04-10,Spain,158273,55668,16081
11108,2020-04-10,Sri Lanka,190,54,7
11109,2020-04-10,Sudan,17,2,2
11110,2020-04-10,Suriname,10,4,1
11111,2020-04-10,Sweden,9685,381,870
11112,2020-04-10,Switzerland,24551,11100,1002
11113,2020-04-10,Syria,19,4,2
11114,2020-04-10,Taiwan*,382,91,6
11115,2020-04-10,Tanzania,32,5,3
11116,2020-04-10,Thailand,2473,1013,33
11117,2020-04-10,Timor-Leste,2,1,0
11118,2020-04-10,Togo,76,25,3
11119,2020-04-10,Trinidad and Tobago,109,1,8
11120,2020-04-10,Tunisia,671,25,25
11121,2020-04-10,Turkey,47029,2423,1006
11122,2020-04-10,US,496822,28790,18658
11123,2020-04-10,Uganda,53,0,0
11124,2020-04-10,Ukraine,2203,61,69
11125,2020-04-10,United Arab Emirates,3360,418,16
11126,2020-04-10,United Kingdom,74605,588,8974
11127,2020-04-10,Uruguay,473,206,7
11128,2020-04-10,Uzbekistan,624,42,3
11129,2020-04-10,Venezuela,171,84,9
11130,2020-04-10,Vietnam,257,144,0
11131,2020-04-10,West Bank and Gaza,267,45,2
11132,2020-04-10,Yemen,1,0,0
11133,2020-04-10,Zambia,40,25,2
11134,2020-04-10,Zimbabwe,13,0,3
11135,2020-04-11,Afghanistan,556,32,18
11136,2020-04-11,Albania,433,197,23
11137,2020-04-11,Algeria,1825,460,275
11138,2020-04-11,Andorra,601,71,26
11139,2020-04-11,Angola,19,4,2
11140,2020-04-11,Antigua and Barbuda,21,0,2
11141,2020-04-11,Argentina,1975,440,83
11142,2020-04-11,Armenia,967,173,13
11143,2020-04-11,Australia,6303,1806,57
11144,2020-04-11,Austria,13806,6604,337
11145,2020-04-11,Azerbaijan,1058,200,11
11146,2020-04-11,Bahamas,46,5,8
11147,2020-04-11,Bahrain,1040,555,6
11148,2020-04-11,Bangladesh,482,36,30
11149,2020-04-11,Barbados,68,11,4
11150,2020-04-11,Belarus,2226,172,23
11151,2020-04-11,Belgium,28018,5986,3346
11152,2020-04-11,Belize,13,0,2
11153,2020-04-11,Benin,35,5,1
11154,2020-04-11,Bhutan,5,2,0
11155,2020-04-11,Bolivia,275,2,20
11156,2020-04-11,Bosnia and Herzegovina,946,139,37
11157,2020-04-11,Botswana,13,0,1
11158,2020-04-11,Brazil,20727,173,1124
11159,2020-04-11,Brunei,136,104,1
11160,2020-04-11,Bulgaria,661,62,28
11161,2020-04-11,Burkina Faso,484,155,27
11162,2020-04-11,Burma,38,2,3
11163,2020-04-11,Burundi,5,0,0
11164,2020-04-11,Cabo Verde,8,1,1
11165,2020-04-11,Cambodia,120,75,0
11166,2020-04-11,Cameroon,820,98,12
11167,2020-04-11,Canada,23316,6589,654
11168,2020-04-11,Central African Republic,8,0,0
11169,2020-04-11,Chad,11,2,0
11170,2020-04-11,Chile,6927,1864,73
11171,2020-04-11,China,83014,77877,3343
11172,2020-04-11,Colombia,2709,214,100
11173,2020-04-11,Congo (Brazzaville),60,5,5
11174,2020-04-11,Congo (Kinshasa),223,16,20
11175,2020-04-11,Costa Rica,577,49,3
11176,2020-04-11,Cote d'Ivoire,533,58,4
11177,2020-04-11,Croatia,1534,323,21
11178,2020-04-11,Cuba,620,77,16
11179,2020-04-11,Cyprus,616,61,10
11180,2020-04-11,Czechia,5831,411,129
11181,2020-04-11,Denmark,6191,2111,260
11182,2020-04-11,Diamond Princess,712,619,11
11183,2020-04-11,Djibouti,187,36,2
11184,2020-04-11,Dominica,16,5,0
11185,2020-04-11,Dominican Republic,2759,108,135
11186,2020-04-11,Ecuador,7257,411,315
11187,2020-04-11,Egypt,1939,426,146
11188,2020-04-11,El Salvador,118,19,6
11189,2020-04-11,Equatorial Guinea,18,3,0
11190,2020-04-11,Eritrea,34,0,0
11191,2020-04-11,Estonia,1304,93,24
11192,2020-04-11,Eswatini,12,7,0
11193,2020-04-11,Ethiopia,69,10,3
11194,2020-04-11,Fiji,16,0,0
11195,2020-04-11,Finland,2905,300,49
11196,2020-04-11,France,93909,26663,13835
11197,2020-04-11,Gabon,46,1,1
11198,2020-04-11,Gambia,9,2,1
11199,2020-04-11,Georgia,242,60,3
11200,2020-04-11,Germany,124908,57400,2736
11201,2020-04-11,Ghana,408,4,8
11202,2020-04-11,Greece,2081,269,93
11203,2020-04-11,Grenada,14,0,0
11204,2020-04-11,Guatemala,137,19,3
11205,2020-04-11,Guinea,250,17,0
11206,2020-04-11,Guinea-Bissau,38,0,0
11207,2020-04-11,Guyana,45,8,6
11208,2020-04-11,Haiti,33,0,2
11209,2020-04-11,Holy See,8,2,0
11210,2020-04-11,Honduras,392,7,24
11211,2020-04-11,Hungary,1310,115,85
11212,2020-04-11,Iceland,1689,841,8
11213,2020-04-11,India,8446,969,288
11214,2020-04-11,Indonesia,3842,286,327
11215,2020-04-11,Iran,70029,41947,4357
11216,2020-04-11,Iraq,1318,601,72
11217,2020-04-11,Ireland,8928,25,320
11218,2020-04-11,Israel,10952,1611,103
11219,2020-04-11,Italy,152271,32534,19468
11220,2020-04-11,Jamaica,65,13,4
11221,2020-04-11,Japan,6005,762,99
11222,2020-04-11,Jordan,381,177,7
11223,2020-04-11,Kazakhstan,865,81,10
11224,2020-04-11,Kenya,191,24,7
11225,2020-04-11,"Korea, South",10480,7243,211
11226,2020-04-11,Kosovo,283,58,7
11227,2020-04-11,Kuwait,1154,133,1
11228,2020-04-11,Kyrgyzstan,339,44,5
11229,2020-04-11,Laos,18,0,0
11230,2020-04-11,Latvia,630,16,3
11231,2020-04-11,Lebanon,619,77,20
11232,2020-04-11,Liberia,48,3,5
11233,2020-04-11,Libya,24,8,1
11234,2020-04-11,Liechtenstein,79,55,1
11235,2020-04-11,Lithuania,1026,54,23
11236,2020-04-11,Luxembourg,3270,500,62
11237,2020-04-11,MS Zaandam,9,0,2
11238,2020-04-11,Madagascar,102,11,0
11239,2020-04-11,Malawi,12,0,2
11240,2020-04-11,Malaysia,4530,1995,73
11241,2020-04-11,Maldives,19,13,0
11242,2020-04-11,Mali,87,22,7
11243,2020-04-11,Malta,370,16,3
11244,2020-04-11,Mauritania,7,2,1
11245,2020-04-11,Mauritius,319,28,9
11246,2020-04-11,Mexico,3844,633,233
11247,2020-04-11,Moldova,1560,75,30
11248,2020-04-11,Monaco,92,5,1
11249,2020-04-11,Mongolia,16,4,0
11250,2020-04-11,Montenegro,263,5,2
11251,2020-04-11,Morocco,1545,146,111
11252,2020-04-11,Mozambique,20,2,0
11253,2020-04-11,Namibia,16,3,0
11254,2020-04-11,Nepal,9,1,0
11255,2020-04-11,Netherlands,24571,291,2653
11256,2020-04-11,New Zealand,1312,422,4
11257,2020-04-11,Nicaragua,8,0,1
11258,2020-04-11,Niger,491,41,11
11259,2020-04-11,Nigeria,318,70,10
11260,2020-04-11,North Macedonia,760,41,34
11261,2020-04-11,Norway,6409,32,119
11262,2020-04-11,Oman,546,109,3
11263,2020-04-11,Pakistan,5011,762,86
11264,2020-04-11,Panama,2974,17,74
11265,2020-04-11,Papua New Guinea,2,0,0
11266,2020-04-11,Paraguay,133,18,6
11267,2020-04-11,Peru,6848,1739,181
11268,2020-04-11,Philippines,4428,157,247
11269,2020-04-11,Poland,6356,375,208
11270,2020-04-11,Portugal,15987,266,470
11271,2020-04-11,Qatar,2728,247,6
11272,2020-04-11,Romania,5990,758,291
11273,2020-04-11,Russia,13584,1045,106
11274,2020-04-11,Rwanda,120,18,0
11275,2020-04-11,Saint Kitts and Nevis,12,0,0
11276,2020-04-11,Saint Lucia,15,1,0
11277,2020-04-11,Saint Vincent and the Grenadines,12,1,0
11278,2020-04-11,Samoa,0,0,0
11279,2020-04-11,San Marino,356,53,35
11280,2020-04-11,Sao Tome and Principe,4,0,0
11281,2020-04-11,Saudi Arabia,4033,720,52
11282,2020-04-11,Senegal,278,152,2
11283,2020-04-11,Serbia,3380,0,74
11284,2020-04-11,Seychelles,11,0,0
11285,2020-04-11,Sierra Leone,8,0,0
11286,2020-04-11,Singapore,2299,528,8
11287,2020-04-11,Slovakia,728,23,2
11288,2020-04-11,Slovenia,1188,148,50
11289,2020-04-11,Somalia,21,1,1
11290,2020-04-11,South Africa,2028,410,25
11291,2020-04-11,South Sudan,4,0,0
11292,2020-04-11,Spain,163027,59109,16606
11293,2020-04-11,Sri Lanka,198,54,7
11294,2020-04-11,Sudan,19,2,2
11295,2020-04-11,Suriname,10,4,1
11296,2020-04-11,Sweden,10151,381,887
11297,2020-04-11,Switzerland,25107,12100,1036
11298,2020-04-11,Syria,25,5,2
11299,2020-04-11,Taiwan*,385,99,6
11300,2020-04-11,Tanzania,32,5,3
11301,2020-04-11,Thailand,2518,1135,35
11302,2020-04-11,Timor-Leste,2,1,0
11303,2020-04-11,Togo,76,25,3
11304,2020-04-11,Trinidad and Tobago,112,12,8
11305,2020-04-11,Tunisia,685,43,28
11306,2020-04-11,Turkey,52167,2965,1101
11307,2020-04-11,US,526647,31270,20533
11308,2020-04-11,Uganda,53,4,0
11309,2020-04-11,Ukraine,2511,79,73
11310,2020-04-11,United Arab Emirates,3736,588,20
11311,2020-04-11,United Kingdom,79874,622,9892
11312,2020-04-11,Uruguay,494,214,7
11313,2020-04-11,Uzbekistan,767,42,4
11314,2020-04-11,Venezuela,175,93,9
11315,2020-04-11,Vietnam,258,144,0
11316,2020-04-11,West Bank and Gaza,268,57,2
11317,2020-04-11,Yemen,1,0,0
11318,2020-04-11,Zambia,40,28,2
11319,2020-04-11,Zimbabwe,14,0,3
11320,2020-04-12,Afghanistan,608,32,19
11321,2020-04-12,Albania,446,217,23
11322,2020-04-12,Algeria,1914,591,293
11323,2020-04-12,Andorra,638,128,29
11324,2020-04-12,Angola,19,4,2
11325,2020-04-12,Antigua and Barbuda,21,0,2
11326,2020-04-12,Argentina,2142,468,90
11327,2020-04-12,Armenia,1013,197,13
11328,2020-04-12,Australia,6315,1806,60
11329,2020-04-12,Austria,13945,6987,350
11330,2020-04-12,Azerbaijan,1098,250,11
11331,2020-04-12,Bahamas,46,5,8
11332,2020-04-12,Bahrain,1136,558,6
11333,2020-04-12,Bangladesh,621,39,34
11334,2020-04-12,Barbados,71,11,4
11335,2020-04-12,Belarus,2578,203,26
11336,2020-04-12,Belgium,29647,6463,3600
11337,2020-04-12,Belize,14,0,2
11338,2020-04-12,Benin,35,5,1
11339,2020-04-12,Bhutan,5,2,0
11340,2020-04-12,Bolivia,300,2,24
11341,2020-04-12,Bosnia and Herzegovina,1009,193,39
11342,2020-04-12,Botswana,13,0,1
11343,2020-04-12,Brazil,22192,173,1223
11344,2020-04-12,Brunei,136,106,1
11345,2020-04-12,Bulgaria,675,68,29
11346,2020-04-12,Burkina Faso,497,161,27
11347,2020-04-12,Burma,41,2,4
11348,2020-04-12,Burundi,5,0,0
11349,2020-04-12,Cabo Verde,8,1,1
11350,2020-04-12,Cambodia,122,77,0
11351,2020-04-12,Cameroon,820,98,12
11352,2020-04-12,Canada,24299,7123,713
11353,2020-04-12,Central African Republic,8,0,0
11354,2020-04-12,Chad,18,2,0
11355,2020-04-12,Chile,7213,2059,80
11356,2020-04-12,China,83134,77956,3343
11357,2020-04-12,Colombia,2776,270,109
11358,2020-04-12,Congo (Brazzaville),60,5,5
11359,2020-04-12,Congo (Kinshasa),234,16,20
11360,2020-04-12,Costa Rica,595,56,3
11361,2020-04-12,Cote d'Ivoire,574,85,5
11362,2020-04-12,Croatia,1600,373,23
11363,2020-04-12,Cuba,669,92,18
11364,2020-04-12,Cyprus,633,65,11
11365,2020-04-12,Czechia,5991,464,138
11366,2020-04-12,Denmark,6369,2291,273
11367,2020-04-12,Diamond Princess,712,619,11
11368,2020-04-12,Djibouti,214,36,2
11369,2020-04-12,Dominica,16,8,0
11370,2020-04-12,Dominican Republic,2967,131,173
11371,2020-04-12,Ecuador,7466,501,333
11372,2020-04-12,Egypt,2065,589,159
11373,2020-04-12,El Salvador,125,21,6
11374,2020-04-12,Equatorial Guinea,21,3,0
11375,2020-04-12,Eritrea,34,0,0
11376,2020-04-12,Estonia,1309,98,25
11377,2020-04-12,Eswatini,14,7,0
11378,2020-04-12,Ethiopia,71,10,3
11379,2020-04-12,Fiji,16,0,0
11380,2020-04-12,Finland,2974,300,56
11381,2020-04-12,France,120749,27469,14396
11382,2020-04-12,Gabon,49,1,1
11383,2020-04-12,Gambia,9,2,1
11384,2020-04-12,Georgia,257,67,3
11385,2020-04-12,Germany,127854,60300,3022
11386,2020-04-12,Ghana,566,4,8
11387,2020-04-12,Greece,2114,269,98
11388,2020-04-12,Grenada,14,0,0
11389,2020-04-12,Guatemala,155,19,5
11390,2020-04-12,Guinea,250,17,0
11391,2020-04-12,Guinea-Bissau,38,0,0
11392,2020-04-12,Guyana,45,8,6
11393,2020-04-12,Haiti,33,0,3
11394,2020-04-12,Holy See,8,2,0
11395,2020-04-12,Honduras,393,7,25
11396,2020-04-12,Hungary,1410,118,99
11397,2020-04-12,Iceland,1701,889,8
11398,2020-04-12,India,9205,1080,331
11399,2020-04-12,Indonesia,4241,359,373
11400,2020-04-12,Iran,71686,43894,4474
11401,2020-04-12,Iraq,1352,640,76
11402,2020-04-12,Ireland,9655,25,334
11403,2020-04-12,Israel,11504,1909,109
11404,2020-04-12,Italy,156363,34211,19899
11405,2020-04-12,Jamaica,69,13,4
11406,2020-04-12,Japan,6748,762,108
11407,2020-04-12,Jordan,389,201,7
11408,2020-04-12,Kazakhstan,951,99,10
11409,2020-04-12,Kenya,197,25,8
11410,2020-04-12,"Korea, South",10512,7368,214
11411,2020-04-12,Kosovo,283,58,7
11412,2020-04-12,Kuwait,1234,142,1
11413,2020-04-12,Kyrgyzstan,377,54,5
11414,2020-04-12,Laos,19,0,0
11415,2020-04-12,Latvia,651,16,5
11416,2020-04-12,Lebanon,630,80,20
11417,2020-04-12,Liberia,50,3,5
11418,2020-04-12,Libya,25,9,1
11419,2020-04-12,Liechtenstein,79,55,1
11420,2020-04-12,Lithuania,1053,97,23
11421,2020-04-12,Luxembourg,3281,500,66
11422,2020-04-12,MS Zaandam,9,0,2
11423,2020-04-12,Madagascar,106,20,0
11424,2020-04-12,Malawi,13,0,2
11425,2020-04-12,Malaysia,4683,2108,76
11426,2020-04-12,Maldives,20,14,0
11427,2020-04-12,Mali,105,22,9
11428,2020-04-12,Malta,378,44,3
11429,2020-04-12,Mauritania,7,2,1
11430,2020-04-12,Mauritius,324,42,9
11431,2020-04-12,Mexico,4219,1772,273
11432,2020-04-12,Moldova,1662,94,31
11433,2020-04-12,Monaco,93,6,1
11434,2020-04-12,Mongolia,16,4,0
11435,2020-04-12,Montenegro,272,5,3
11436,2020-04-12,Morocco,1661,177,118
11437,2020-04-12,Mozambique,21,2,0
11438,2020-04-12,Namibia,16,3,0
11439,2020-04-12,Nepal,12,1,0
11440,2020-04-12,Netherlands,25746,295,2747
11441,2020-04-12,New Zealand,1330,471,4
11442,2020-04-12,Nicaragua,9,4,1
11443,2020-04-12,Niger,529,75,12
11444,2020-04-12,Nigeria,323,85,10
11445,2020-04-12,North Macedonia,828,41,34
11446,2020-04-12,Norway,6525,32,128
11447,2020-04-12,Oman,599,109,4
11448,2020-04-12,Pakistan,5230,1028,91
11449,2020-04-12,Panama,3234,23,79
11450,2020-04-12,Papua New Guinea,2,0,0
11451,2020-04-12,Paraguay,134,22,6
11452,2020-04-12,Peru,7519,1798,193
11453,2020-04-12,Philippines,4648,197,297
11454,2020-04-12,Poland,6674,439,232
11455,2020-04-12,Portugal,16585,277,504
11456,2020-04-12,Qatar,2979,275,7
11457,2020-04-12,Romania,6300,852,316
11458,2020-04-12,Russia,15770,1291,130
11459,2020-04-12,Rwanda,126,25,0
11460,2020-04-12,Saint Kitts and Nevis,12,0,0
11461,2020-04-12,Saint Lucia,15,4,0
11462,2020-04-12,Saint Vincent and the Grenadines,12,1,0
11463,2020-04-12,Samoa,0,0,0
11464,2020-04-12,San Marino,356,53,35
11465,2020-04-12,Sao Tome and Principe,4,0,0
11466,2020-04-12,Saudi Arabia,4462,761,59
11467,2020-04-12,Senegal,280,171,2
11468,2020-04-12,Serbia,3630,0,80
11469,2020-04-12,Seychelles,11,0,0
11470,2020-04-12,Sierra Leone,10,0,0
11471,2020-04-12,Singapore,2532,560,8
11472,2020-04-12,Slovakia,742,23,2
11473,2020-04-12,Slovenia,1205,150,53
11474,2020-04-12,Somalia,25,2,1
11475,2020-04-12,South Africa,2173,410,25
11476,2020-04-12,South Sudan,4,0,0
11477,2020-04-12,Spain,166831,62391,17209
11478,2020-04-12,Sri Lanka,210,56,7
11479,2020-04-12,Sudan,19,2,2
11480,2020-04-12,Suriname,10,4,1
11481,2020-04-12,Sweden,10483,381,899
11482,2020-04-12,Switzerland,25415,12700,1106
11483,2020-04-12,Syria,25,5,2
11484,2020-04-12,Taiwan*,388,109,6
11485,2020-04-12,Tanzania,32,5,3
11486,2020-04-12,Thailand,2551,1218,38
11487,2020-04-12,Timor-Leste,2,1,0
11488,2020-04-12,Togo,76,29,3
11489,2020-04-12,Trinidad and Tobago,113,16,8
11490,2020-04-12,Tunisia,707,43,31
11491,2020-04-12,Turkey,56956,3446,1198
11492,2020-04-12,US,555520,32988,22105
11493,2020-04-12,Uganda,54,4,0
11494,2020-04-12,Ukraine,2777,89,83
11495,2020-04-12,United Arab Emirates,4123,680,22
11496,2020-04-12,United Kingdom,85206,626,10629
11497,2020-04-12,Uruguay,480,231,7
11498,2020-04-12,Uzbekistan,865,66,4
11499,2020-04-12,Venezuela,181,93,9
11500,2020-04-12,Vietnam,262,144,0
11501,2020-04-12,West Bank and Gaza,290,58,2
11502,2020-04-12,Yemen,1,0,0
11503,2020-04-12,Zambia,43,30,2
11504,2020-04-12,Zimbabwe,14,0,3
11505,2020-04-13,Afghanistan,666,32,22
11506,2020-04-13,Albania,467,232,23
11507,2020-04-13,Algeria,1983,601,313
11508,2020-04-13,Andorra,646,128,29
11509,2020-04-13,Angola,19,4,2
11510,2020-04-13,Antigua and Barbuda,23,0,2
11511,2020-04-13,Argentina,2208,515,97
11512,2020-04-13,Armenia,1039,211,14
11513,2020-04-13,Australia,6351,1806,61
11514,2020-04-13,Austria,14041,7343,368
11515,2020-04-13,Azerbaijan,1148,289,12
11516,2020-04-13,Bahamas,47,6,8
11517,2020-04-13,Bahrain,1361,591,6
11518,2020-04-13,Bangladesh,803,42,39
11519,2020-04-13,Barbados,72,13,4
11520,2020-04-13,Belarus,2919,203,29
11521,2020-04-13,Belgium,30589,6707,3903
11522,2020-04-13,Belize,18,0,2
11523,2020-04-13,Benin,35,5,1
11524,2020-04-13,Bhutan,5,2,0
11525,2020-04-13,Bolivia,330,2,27
11526,2020-04-13,Bosnia and Herzegovina,1037,206,39
11527,2020-04-13,Botswana,13,0,1
11528,2020-04-13,Brazil,23430,173,1328
11529,2020-04-13,Brunei,136,107,1
11530,2020-04-13,Bulgaria,685,71,32
11531,2020-04-13,Burkina Faso,497,161,27
11532,2020-04-13,Burma,62,2,4
11533,2020-04-13,Burundi,5,0,1
11534,2020-04-13,Cabo Verde,10,1,1
11535,2020-04-13,Cambodia,122,77,0
11536,2020-04-13,Cameroon,820,98,12
11537,2020-04-13,Canada,25680,7758,780
11538,2020-04-13,Central African Republic,11,3,0
11539,2020-04-13,Chad,23,2,0
11540,2020-04-13,Chile,7525,2367,82
11541,2020-04-13,China,83213,78039,3345
11542,2020-04-13,Colombia,2852,319,112
11543,2020-04-13,Congo (Brazzaville),60,5,5
11544,2020-04-13,Congo (Kinshasa),235,17,20
11545,2020-04-13,Costa Rica,612,62,3
11546,2020-04-13,Cote d'Ivoire,626,89,6
11547,2020-04-13,Croatia,1650,400,25
11548,2020-04-13,Cuba,726,121,21
11549,2020-04-13,Cyprus,662,65,12
11550,2020-04-13,Czechia,6059,519,143
11551,2020-04-13,Denmark,6513,2403,285
11552,2020-04-13,Diamond Princess,712,619,11
11553,2020-04-13,Djibouti,298,41,2
11554,2020-04-13,Dominica,16,8,0
